Tarih,Kumaş Kodu,Kalite Adı,Desen Adı,Varyant No,Firma Adı,Firma Ülkesi,Hammadde Kodu,Renk Adı,İplik Tipi,Kalite Tipi,Çözgü Adı,Kalite Grubu,Tezgah Kodu,İş Emri No,Proses Kodu,Sipariş No,Kumaş Grubu,İhtiyaç Kg
2023-01-24,1812-D31FC-D1-SD4058-7410,RCQ.MALTA-D1,RCQ.MALTA BC 105,7410,FROCA,SPAIN,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1603465,PP-89Y-SFT,FRO_00086,Jakarlı,11.954
2023-01-24,1812-Z5FD-Z2-SD4612-74N744-1,RCQ.MALTA-Z2,RCQ.MALTA MX 121,74N744-1,PANAZ,UK,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1603464,PP-89Y,PN_00109,Jakarlı,12.705
2023-01-24,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,DLTOPTEKS MADE AND MODERN,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S088,1603716,89YBB,E001X0089_00010,Armürlü,180.4
2023-01-25,1812-B21FC-B4-M4508/1-74A4,RCQ.MALTA-B4,RCQ.MALTA BC 102,74A4,DOLCEVITA,ITALY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S050,1603466,PP-89Y,DOL_00110,Jakarlı,45.045
2023-01-25,1812-S21EN-M4278-R874,RCQ.MALTA-S,RCQ.MALTA 02,R874,PANAZ,UK,RCQPPH 1100 008,KAR,ATKI,SATEN,RCQPPH 1100/DEFNE 1860 TEL,1800,s055,1605696,41,PN_00109,Armürlü,19.666
2023-01-25,2528-H5RH-M1420R2-7400,KOSEM-H,KOSEM 08-2,7400,JAB ANSTOETZ,GERMANY,FRM 0003 004,KREM,ATKI,SATEN,FRM/KARKREK 2400 TEL,2400 CLAS,S029,1604991,K49YJ,JABJ_00916,Jakarlı,6.391
2023-01-25,2528-H5RH-M1420R2-7400,KOSEM-H,KOSEM 08-2,7400,JAB ANSTOETZ,GERMANY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KARKREK 2400 TEL,2400 CLAS,S029,1604991,K49YJ,JABJ_00916,Jakarlı,13.757
2023-01-25,2528-H5RH-M1420R2-7474,KOSEM-H,KOSEM 08-2,7474,JAB ANSTOETZ,GERMANY,FRM 0003 004,KREM,ATKI,SATEN,FRM/KARKREK 2400 TEL,2400 CLAS,S029,1604990,K49YJ,JABJ_00919,Jakarlı,3.196
2023-01-25,2528-H5RH-M1420R2-7474,KOSEM-H,KOSEM 08-2,7474,JAB ANSTOETZ,GERMANY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KARKREK 2400 TEL,2400 CLAS,S029,1604990,K49YJ,JABJ_00919,Jakarlı,6.879
2023-01-25,2914-B21M-EL-M1903/7-4410,ELB.NINA-B,ELB.NINA 01-1,4410,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ATKI,SATEN,AVLFM 1802/MAVI 2400 TEL,2400 CLAS,S027,1604976,DK59X,BRUTEX_05068,Armürlü,111.995
2023-01-25,2914-B21M-EL-M1903/7-4410,ELB.NINA-B,ELB.NINA 01-1,4410,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ATKI,SATEN,AVLFM 1802/MAVI 2400 TEL,2400 CLAS,S027,1607082,DK59X,BRUTEX_05088,Armürlü,111.995
2023-01-25,48101-A21BK-E6530/15-X10R1,ANGOLA-A,ANGOLA 01,X10R1,DOLCEVITA,ITALY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,s099,1605688,89Y,DOL_00102,Jakarlı,8.0
2023-01-25,48101-C3RBK-M0484X2R71-X1010,ANGOLA-C,ANGOLA 03-1,X1010,FURNINOVA,SWEDEN,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,Y038,1605067,89Y,FUR_01988,Jakarlı,112.2
2023-01-25,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,DLTOPTEKS MADE AND MODERN,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S091,1605014,89YBB,E001X0089_00010,Armürlü,21.0
2023-01-25,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,DLTOPTEKS MADE AND MODERN,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S091,1605447,89YBB,E001X0089_00010,Armürlü,60.402
2023-01-25,4976-B3RP9-ELC-M3340/4-X10A3,ELC.GABON-B,ELC.GABON 206T,X10A3,FARGOTEX,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,Y039,1605069,DK03,FRG_03104,Jakarlı,46.2
2023-01-26,1812-B21FC-B4-M4508/1-74A4,RCQ.MALTA-B4,RCQ.MALTA BC 102,74A4,DOLCEVITA,ITALY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S142,1606385,PP-89Y,DOL_00110,Jakarlı,10.739
2023-01-26,1812-U21EN-M4279-7410,RCQ.MALTA-U,RCQ.MALTA 07,7410,DOLCEVITA,ITALY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S142,1604931,PP-59X,DOL_00107,Armürlü,27.893
2023-01-26,1812-Z5FD-Z2-SD4612-74N744-1,RCQ.MALTA-Z2,RCQ.MALTA MX 121,74N744-1,PANAZ,UK,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S142,1606386,PP-89Y,PN_00109,Jakarlı,12.705
2023-01-26,48101-F2RBK-E5574R1/26-X1010,ANGOLA-F,ANGOLA 06,X1010,FURNINOVA,SWEDEN,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,Y039,1605070,K89Y,FUR_01988,Armürlü,46.2
2023-01-26,48127-L21EK-SD3417/1-X10A6,STRONG-L,STRONG 06-1,X10A6,ACTONA POLAND,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S099,1605032,PP-K89Y,SITS_01635,Jakarlı,69.3
2023-01-30,1803-R31G-R3-M1457/2-T423,KING-R3,KING 02,T423,GRAFU BALDAI UAB,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1606186,14-1,GBU_00364,Armürlü,11.677
2023-01-30,1803-R31G-R3-M1457/2-T423,KING-R3,KING 02,T423,KOINOR,GERMANY,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1606185,14-1,KOINOR_00115,Armürlü,11.169
2023-01-30,1803-R31G-R3-M1457/2-T423,KING-R3,KING 02,T423,KOINOR,GERMANY,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1606428,14-1,KOINOR_00115,Armürlü,12.185
2023-01-30,1803-R31G-R3-M1457/2-T4C9,KING-R3,KING 02,T4C9,ACTONA POLAND,POLAND,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1606190,14-1FR,SITS_01640,Armürlü,11.677
2023-01-30,1803-R31G-R3-M1457/2-T4C9,KING-R3,KING 02,T4C9,ACTONA POLAND,POLAND,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1606191,14-1,SITS_01643,Armürlü,35.031
2023-01-30,1804-B2RG-M0616/3-T423,NORDBY-B,NORDBY 02,T423,VILMERS UAB,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1606187,14B-04,LITSO_01407,Armürlü,23.354
2023-01-30,1804-B2RG-M0616/3-T474,NORDBY-B,NORDBY 02,T474,VILMERS UAB,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1606188,14B-04,LITSO_01407,Armürlü,46.708
2023-01-30,1804-C2RD2-M0616/4-T4Y6,NORDBY-C,NORDBY 02MS,T4Y6,VILMERS UAB,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1606189,14B-04,LITSO_01407,Armürlü,23.354
2023-01-30,3409-B7RG-EL-F3163/1-5629,EL.NEVADA RUGS-B,EL.BAKACAK PS,5629,FARGOTEX RUGS,POLAND,BSS 0004 097,BUZ,ATKI,HALI,PAJ2002/SAMUR 3248 TEL,HALI 200,S116,1605588,D210X,FRGR_00209,Jakarlı,9.185
2023-01-30,48101-C3RBK-M0484X2R71-X1010,ANGOLA-C,ANGOLA 03-1,X1010,FURNINOVA,SWEDEN,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S091,1605015,89Y,FUR_01987,Jakarlı,46.2
2023-01-30,48116-D31DK-E4446/59-X1065,LUANDO-D,LUANDO 04,X1065,JAB ANSTOETZ,GERMANY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S091,1605018,PP-06X,JABJ_00932,Armürlü,26.4
2023-01-30,48127-B21EK-B6-SD3417/3-X10A6,XHF.STRONG-B6,STRONG 06KC,X10A6,ACTONA POLAND,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S099,1605033,PP-06XFR-HF,SITS_01635,Jakarlı,22.0
2023-01-30,4819-A3RM-E4446/1-10A3,MURAD-A,MURAD,10A3,DE LEO,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S081,1606540,19,LEO_06212,Armürlü,22.0
2023-01-30,4974-A3RDP-A2-SD1958/1-X10W8Y6-1,GINA-A2,GINA 61T,X10W8Y6-1,JAB ANSTOETZ,GERMANY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S091,1605016,K89Y,JABJ_00932,Jakarlı,17.6
2023-01-30,4974-A3RP9-EL-M0484X2R12-0010,EL.GINA-A,EL.GINA 01-1,0010,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ATKI,SATEN,FRMX/EKRU,4800 CLAS,S088,1606560,DK213,BRUTEX_05079,Jakarlı,57.519
2023-01-30,4974-P3RP9-EL-SG8873R1-X10U9,EL.GINA-P,EL.GINA 32-1,X10U9,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,Y039,1605071,DK213,BRUTEX_05076,Jakarlı,66.0
2023-01-30,4974-S3RP9-EL-SG8142R1-X10X3,EL.GINA-S,EL.GINA 35,X10X3,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S091,1605017,DK213,BRUTEX_05065,Jakarlı,8.8
2023-01-30,4974-S3RP9-EL-SG8142R1-X10X3,EL.GINA-S,EL.GINA 35,X10X3,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S099,1605034,DK213,BRUTEX_05065,Jakarlı,77.0
2023-01-30,4974-S3RP9-EL-SG8172R2-X10B2,EL.GINA-S,EL.GINA 37-1,X10B2,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,Y038,1605068,DK213,BRUTEX_05076,Jakarlı,66.0
2023-01-31,1803-R31G-R3-M1457/2-T4C9,KING-R3,KING 02,T4C9,ACTONA POLAND,POLAND,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1606192,14-1,SITS_01644,Armürlü,46.708
2023-01-31,1803-R31G-R3-M1457/2-T4C9,KING-R3,KING 02,T4C9,ACTONA POLAND,POLAND,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1606193,14-1,SITS_01642,Armürlü,93.415
2023-01-31,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A28,1606389,14-04SL,FLE_01602,Armürlü,465.052
2023-01-31,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A28,1606389,14-04SL,FLE_01602,Armürlü,408.692
2023-01-31,48022-A21H-F3171X1-X10BR,SHELTON-A,SHELTON 10,X10BR,DE LEO,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,Y039,1605072,K89YBB,LEO_06197,Jakarlı,11.0
2023-01-31,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,"DLTOPTEKS Trayton Furniture (Jiaxing) Co., Ltd.",USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S034,1606559,K89YBB,E086X0020_00038,Armürlü,66.0
2023-01-31,48127-L21EK-SD3417/1-X10A3,STRONG-L,STRONG 06-1,X10A3,ASLAN TEKSTİL,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,Y038,1606631,PP-K89Y,ASLN_00092,Jakarlı,33.0
2023-01-31,48127-L21EK-SD3417/1-X10Q3,STRONG-L,STRONG 06-1,X10Q3,ASLAN TEKSTİL,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,Y038,1606630,PP-K89Y,ASLN_00092,Jakarlı,22.0
2023-01-31,48127-L21EK-SD3417/1-X10Q3,STRONG-L,STRONG 06-1,X10Q3,ASLAN TEKSTİL,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,Y039,1605073,PP-K89Y,ASLN_00092,Jakarlı,11.0
2023-01-31,4819-A3RM-E4429/1-1075,MURAD-A,MURAD 03,1075,DE LEO,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S081,1606544,19,LEO_06211,Jakarlı,11.0
2023-01-31,4819-A3RM-E4446/1-1054,MURAD-A,MURAD,1054,VALLEY FORGE FABRICS INC.,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S081,1606541,19TF,VFU_02360,Armürlü,22.0
2023-01-31,4856-B21M-B3-SG9107-7310,BONA-B3,BONA 78,7310,KC. MAGAZA,TURKEY,FRM 0003 004,KREM,ATKI,SATEN,FM/ACIK VIZON,4800 CLAS,S095,1606962,K03,KCMGZ_01431,Jakarlı,104.995
2023-01-31,4974-A3RDP-A2-SD1958/1-X10W8Y6-1,GINA-A2,GINA 61T,X10W8Y6-1,DLTOPTEKS CR LAINE,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,Y038,1606632,K89YTFBB,E001X0111_00014,Jakarlı,33.0
2023-01-31,4974-A3RP9-EL-M0484X2R7-T610,EL.GINA-A,EL.GINA 201-1,T610,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ATKI,SATEN,FRM/AZOT,4800 CLAS,Y039,1606583,DK213,BRUTEX_05097,Jakarlı,57.519
2023-01-31,4974-A3RP9-M0484X2R11-10K4-1,GINA-A,GINA 01-1,10K4-1,DE LEO 15U10,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S081,1606545,K03BB,DELEO15U10_01012,Jakarlı,11.0
2023-01-31,4974-T5RP9-SD1043-1084,GINA-T,GINA 48,1084,MODİSSOFA - RECEP CENGİZ,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S081,1607660,K03,MODİS_00285,Jakarlı,22.0
2023-01-31,4976-ARM-A2-EL-SG8457X-X10N9,EL.GABON-A2,EL.GABON 58-1,X10N9,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,Y038,1606948,DK03,BRUTEX_05076,Jakarlı,66.0
2023-01-31,4976-B3RP9-ELC-M3340/4-X10A3,ELC.GABON-B,ELC.GABON 206T,X10A3,FARGOTEX,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S034,1606945,DK03,FRG_03106,Jakarlı,46.2
2023-01-31,4976-C31Q2-C7-SD1046X1-Q10A2,GABON-C7,GABON 156,Q10A2,FABBRI,ITALY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BEYAZ,4800 CLAS,S097,1606612,K89Y,FBR_01185,Jakarlı,26.4
2023-01-31,4976-G2RE3-EL-SG8285/1-Q1083BK,EL.GABON-G,EL.GABON 44,Q1083BK,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BEYAZ,4800 CLAS,S097,1606611,DK89Y,BRUTEX_05086,Jakarlı,46.2
2023-01-31,4976-H21Q2-H2-SD2967-1024,GABON-H2,GABON 265,1024,SHECHTER,ISRAEL,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S081,1606543,K89Y,SHEC_01110,Jakarlı,8.8
2023-02-01,1803-R31G-R3-M1457/2-T4C9,KING-R3,KING 02,T4C9,ACTONA POLAND,POLAND,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1606194,14-1,SITS_01640,Armürlü,116.769
2023-02-01,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1606381,14-04SL,FLE_01602,Armürlü,39.862
2023-02-01,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1606381,14-04SL,FLE_01602,Armürlü,35.031
2023-02-01,1804-B2RG-M0616/3-Q8Q7,NORDBY-B,NORDBY 02,Q8Q7,LINEA-D S.R.O.,SLOVAKIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/NATURAL 1860 TEL,1800 CLASS,A26,1606907,14B-04,LINEAD_00006,Armürlü,77.392
2023-02-01,1812-B21FC-B4-M4802/1-7474,RCQ.MALTA-B4,RCQ.MALTA BC 123,7474,TEST VE TESPIT,TURKEY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S142,1607562,PP-89Y,CUST23-009-001,Jakarlı,0.531
2023-02-01,1812-G21EY-G3-SD5404-74T6,RCQ.MALTA-G3,RCQ.MALTA CH 112,74T6,TEST VE TESPIT,TURKEY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S142,1607561,PP-89Y,CUST23-018-001,Jakarlı,0.508
2023-02-01,1812-R21FC-R77-SD5402X2-7474,RCQ.MALTA-R77,RCQ.MALTA BC 124,7474,TEST VE TESPIT,TURKEY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S142,1607564,PP-89Y,CUST23-010-001,Jakarlı,0.508
2023-02-01,1812-R31GC-R65-SD4909X-7410,RCQ.MALTA-R65,RCQ.MALTA HX 312,7410,TEST VE TESPIT,TURKEY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S142,1607563,PP-89Y,CUST23-011-001,Jakarlı,0.508
2023-02-01,1812-R41FB-R78-SD5042-7410,RCQ.MALTA-R78,RCQ.MALTA MX 175,7410,TEST VE TESPIT,TURKEY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S142,1607560,PP-89Y,CUST23-019-001,Jakarlı,0.508
2023-02-01,48045-A6RE3-EL-SG9585R1-2674BK,EL.PALENA-A,EL.PALENA 06-1,2674BK,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ATKI,SATEN,NPE 1700/KOYU GRI 4800 TEL,4800 CLAS,Y066,1606395,DK03,BRUTEX_05087,Jakarlı,68.474
2023-02-01,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,DLTOPTEKS PALLISER,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S034,1606947,89YBX,E001X0074_00044,Armürlü,60.5
2023-02-01,48101-E3RBK-M0484X2R72-X1010,ANGOLA-E,ANGOLA 05-1,X1010,KETS STOK SERVİS,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S034,1606946,K59X,KSS_01508,Jakarlı,8.8
2023-02-01,48127-B71CM-B1-SD3113-X10CE-1,STRONG-B1,STRONG MX 412,X10CE-1,FARGOTEX,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,Y038,1607618,PP-K89YTF,FRG_03109,Jakarlı,1.32
2023-02-01,4974-A3RP9-EL-M0484X2R12-7310,EL.GINA-A,EL.GINA 01-1,7310,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ATKI,SATEN,FRM/ACIK VIZON,4800 CLAS,S088,1606974,DK213,BRUTEX_05094,Jakarlı,57.519
2023-02-01,4974-B3RP9-P0605-1R4-Q10L8,GINA-B,GINA 04-1,Q10L8,WARWICK,AUSTRALIA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BEYAZ,4800 CLAS,S097,1606968,K03,WAR-A_01760,Jakarlı,61.6
2023-02-01,4974-R3RP9-R1-M0452/1-10T1-1,GINA-R1,GINA 02,10T1-1,FRYETTS,UK,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S081,1606546,K03S,FRY_00077,Jakarlı,94.6
2023-02-02,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A26,1606908,14-04SL,FLE_01602,Armürlü,531.488
2023-02-02,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A26,1606908,14-04SL,FLE_01602,Armürlü,467.077
2023-02-02,48101-E3RBK-M0484X2R72-X1010,ANGOLA-E,ANGOLA 05-1,X1010,KETS STOK SERVİS,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S094,1607203,K59X,KSS_01508,Jakarlı,13.2
2023-02-02,4819-A3M-A8-E4446/62-Q10A3,ELC.AB.MURAD-A8,NEX MURAD AB,Q10A3,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BEYAZ,4800 CLAS,S097,1607101,DAB03EBB,BRUTEX_05085,Armürlü,48.4
2023-02-02,91308-EXEKRU-CLASSIC-0000,CLASSIC VELVET,CLASSIC,0000,KUZULUK ÜRETİM,TURKEY,PS 2002 000,EKRU,HAV,KADİFE DÜZ,3802(PS P300 EKRU),KADİFE DÜZ,KK02,1608030,ON-CLASSIC,KZLK_00324,Kadife,755.35
2023-02-03,2528-A4REK-A3-SD3666/1-74Q3,KOSEM-A3,KOSEM BR 203,74Q3,DE LEO KARTEKS,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KARKREK 2400 TEL,2400 CLAS,Y068,1609007,PP-89Y,DELEKA_00259,Jakarlı,0.393
2023-02-03,2914-B21M-EL-M1903/7-4410,ELB.NINA-B,ELB.NINA 01-1,4410,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ATKI,SATEN,AVLFM 1802/MAVI 2400 TEL,2400 CLAS,S027,1607388,DK59X,BRUTEX_05088,Armürlü,180.165
2023-02-03,48022-A21H-F3007-X10F9,SHELTON-A,SHELTON 08,X10F9,DE LEO,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S094,1607840,K89YBB,LEO_06228,Jakarlı,5.5
2023-02-03,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,FARGOTEX,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S094,1607205,SC89Y,FRG_03108,Armürlü,92.4
2023-02-03,4974-A3RDP-A2-SD1958/1-X10W8Y6-1,GINA-A2,GINA 61T,X10W8Y6-1,DLTOPTEKS CR LAINE,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S094,1607204,K89YFFBB,E001X0111_00016,Jakarlı,33.0
2023-02-03,4976-A3RP9-M0484X2R16-X1090,GABON-A,GABON 205T,X1090,SAUM-VIEBAHN,GERMANY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,Y038,1607157,K03,SAUM_00052,Jakarlı,22.0
2023-02-06,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1607066,14-04SL,FLE_01602,Armürlü,531.488
2023-02-06,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A28,1607067,14-04SL,FLE_01602,Armürlü,292.318
2023-02-06,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1607066,14-04SL,FLE_01602,Armürlü,467.077
2023-02-06,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A28,1607067,14-04SL,FLE_01602,Armürlü,256.892
